"Año","precio_de_venta","km_impulsado","combustible","transmission","Dueño"
2018,700000,6200,1,2,1
2020,250000,120000,1,2,2
2016,350000,70000,1,2,1
1998,80000,70000,1,2,1
2017,850000,110000,2,2,1
2004,70000,158000,1,2,1
2007,90000,93000,1,2,3
2014,600000,110000,2,2,1
2007,135000,57000,1,2,1
2005,150000,120000,1,2,1
2012,259000,35000,2,2,1
2012,220000,90000,2,2,1
2012,246000,35000,2,2,2
2009,240000,120000,1,2,1
2018,946000,60000,2,2,1
2011,215000,70000,2,2,1
1999,50000,60000,1,2,4
2013,310000,100000,2,2,1
2008,220000,35000,1,2,1
2008,195000,90000,2,2,3
2015,650000,50000,1,2,1
2011,350000,98000,1,2,1
2013,360000,30000,1,2,1
2013,550000,50000,1,2,2
2016,490000,26000,1,2,1
2011,195000,46000,1,2,2
2010,125000,80000,1,2,4
2019,459999,10000,1,2,1
2015,275000,16700,1,2,1
2018,680000,70000,2,2,1
2015,600000,7967,1,2,1
2018,720000,20000,1,2,1
2011,295000,50000,2,2,1
2016,356000,9656,1,2,1
2011,225000,50000,1,2,1
2019,725000,17000,2,2,1
2010,130000,50000,1,2,1
2015,300000,10000,1,2,1
2013,400000,43000,1,2,2
2013,550000,50000,2,2,1
2006,120000,90000,1,2,2
2012,409999,100000,2,2,2
2010,110000,80000,1,2,2
2012,450000,120000,2,2,1
2019,610000,5000,1,2,1
2016,515000,68609,2,2,1
2018,925000,33360,2,2,1
2019,860000,14317,1,2,1
2012,225000,87237,2,2,2
2017,500000,62960,2,2,1
2017,600000,26634,1,1,1
2012,195000,163720,2,2,1
2012,265000,67998,1,2,1
2018,650000,20706,2,2,1
2015,415000,100581,2,2,1
2015,600000,67303,2,2,1
2013,340000,79139,1,2,1
2014,350000,84784,2,2,1
2012,265000,130376,2,2,2
2017,625000,72000,2,2,1
2008,245000,127000,2,2,2
2014,395000,120000,2,2,1
2010,190000,120000,2,2,2
2014,490000,100000,2,2,1
2012,450000,148000,2,2,2
2018,955000,40000,2,2,1
2013,525000,110000,2,2,1
2017,550000,30000,1,2,1
2014,200000,120000,2,2,2
2017,500000,15000,1,2,1
2016,825000,33500,2,2,1
2012,250000,70000,2,2,1
2015,600000,10000,1,2,1
2018,1325000,22053,2,2,1
2016,770000,50000,2,2,1
2011,415000,78432,2,2,1
2011,825000,125000,2,2,2
2018,530000,80000,2,2,1
2006,425000,270000,2,2,3
2012,310000,50000,1,2,2
2017,390000,20000,1,2,1
2016,700000,30000,1,2,1
2010,200000,70000,1,2,2
2013,1050000,7200,2,2,1
2014,580000,97000,2,2,1
2014,200000,60000,1,2,2
2013,245000,25000,1,2,1
2010,210000,94000,1,2,2
2005,50000,90000,1,2,2
2012,700000,50000,2,1,2
2019,660000,35000,2,2,1
2015,630000,117500,1,2,2
2012,950000,78500,2,2,1
2018,740000,8000,1,2,1
2017,570000,25000,1,2,1
2012,450000,60000,2,2,3
2019,390000,10000,1,2,1
2009,180000,70000,1,2,2
2015,130000,60000,1,2,1
2006,270000,70000,1,2,2
1997,60000,25000,1,2,3
2006,170000,90000,1,2,3
2015,978999,90000,2,2,1
2018,490000,25000,1,2,1
2012,280000,60000,2,2,2
2018,390000,25000,1,2,1
2013,170000,60000,1,2,4
2008,45000,70000,1,2,1
2016,640000,80000,2,2,2
2015,650000,110000,2,2,2
2013,500000,115717,2,2,1
2008,90000,110000,2,2,2
2014,480000,70000,2,2,2
2019,630000,4000,1,2,1
2011,250000,50000,1,2,1
2016,330000,70000,1,2,4
2009,180000,70000,1,2,2
2010,210000,50000,1,2,2
2016,550000,55000,2,2,1
2020,950000,5000,1,1,1
2013,430000,100000,2,2,2
2014,348000,23000,1,2,2
2014,196000,60000,1,2,2
2010,150000,70000,1,2,2
2005,90000,82000,1,2,4
2009,150000,60000,1,2,2
2019,1250000,100000,2,2,1
2015,600000,90000,2,2,3
2010,65000,26432,1,2,1
2016,220000,46702,1,2,1
2016,220000,46706,1,2,1
2006,110000,53523,1,2,1
2012,175000,56365,2,2,1
2011,160000,49563,1,2,1
2004,65000,56432,1,2,1
2002,60000,52365,1,2,2
2007,120000,53512,1,2,2
2005,110000,53563,1,2,2
2013,1000000,40000,2,1,1
2010,220000,46533,1,2,1
2005,105000,59635,1,2,2
2008,114999,58632,1,2,2
2008,110000,58632,4,2,2
2016,850000,80000,2,1,2
2016,750000,70000,2,2,1
2017,265000,90000,1,2,1
2014,450000,110000,1,2,2
2013,225000,90000,2,2,1
2015,1125000,70000,2,2,1
2009,270000,80000,1,2,1
2007,130000,78000,1,2,1
2017,660000,45000,2,2,1
2015,240000,50000,1,2,2
2017,275000,58000,1,2,1
2012,750000,120000,2,2,1
2007,65000,30000,1,2,2
2017,850000,162000,2,2,1
2016,300000,50000,3,2,2
2018,555000,25000,1,2,2
2015,825000,60000,2,2,1
2010,150000,70000,4,2,3
2009,185000,138000,2,2,2
2010,180000,70000,1,2,2
2010,160000,48000,1,2,2
2012,500000,110000,2,1,1
2014,375000,88000,2,2,2
2015,900000,68000,2,2,1
2017,459999,70000,1,2,1
2014,480000,80000,2,2,1
2013,320000,100000,2,2,3
2013,370000,96000,2,2,2
2005,80000,123219,1,2,3
2002,75000,30000,1,2,3
2016,400000,60000,2,2,3
2005,250000,90000,1,1,2
2014,425000,65000,2,2,1
2014,325000,48000,1,2,1
2016,350000,65300,1,2,2
2018,600000,40000,1,2,1
2012,120000,60000,2,2,2
2012,200000,70000,1,2,2
2008,100000,70000,1,2,3
2014,350000,70000,2,2,2
2006,85000,150000,1,2,2
2019,399000,10000,1,2,1
2014,580000,56000,2,2,1
2017,290000,30000,1,2,1
2014,380000,50000,1,2,2
2010,200000,120000,2,2,1
2018,390000,40000,3,2,1
2017,500000,27500,1,2,1
2012,520000,73000,2,2,1
2017,650000,75000,2,2,1
2018,380000,5000,1,2,1
2010,275000,50000,4,2,1
2015,520000,70000,2,2,1
2015,610000,60000,2,2,1
2004,85000,110000,1,2,1
2013,490000,95000,2,2,1
2015,229999,34000,1,2,2
2015,411000,25000,1,2,1
2019,362000,120000,3,2,2
2014,550000,31000,2,2,1
2018,459999,70000,3,2,1
2011,190000,47000,1,2,1
2019,499000,5000,1,1,1
2018,358000,44000,1,2,1
2012,278000,120000,2,2,2
2014,320000,39395,2,2,1
2013,580000,67000,2,2,2
2019,1300000,20000,1,1,1
2018,825000,40000,2,2,1
2004,170000,120000,1,2,2
2014,1700000,80000,2,2,2
2018,490000,7000,1,2,1
2018,1050000,15000,2,2,1
2016,210000,50000,1,2,1
2016,1250000,30000,2,2,1
2012,320000,120000,2,2,2
2012,400000,64000,2,2,1
2013,320000,120000,2,2,1
2012,600000,85000,2,2,1
2012,275000,50000,1,2,1
2009,170000,59000,1,2,2
2012,155000,98000,2,2,1
2012,240000,70000,2,2,1
2012,240000,70000,2,2,1
2011,320000,120000,2,2,2
2015,620000,140000,2,2,2
2017,530000,50000,1,2,1
2015,550000,40000,2,2,1
2014,600000,90000,2,2,1
2014,649000,117000,2,2,3
2014,625000,90000,2,2,1
2010,125000,70000,1,2,1
2009,305000,230000,2,2,2
2010,285000,155000,1,2,2
2015,600000,60000,2,2,2
2016,426000,110000,1,2,1
2010,180000,120000,2,2,1
2011,400000,100000,2,2,2
2010,120000,40000,1,2,2
2012,300000,110000,2,2,2
2011,190000,92500,1,2,2
2017,310000,20000,1,2,1
2019,380000,15000,1,2,1
2019,740000,14000,2,2,1
2016,260000,35000,1,2,1
2017,320000,32000,1,2,2
2013,211000,90000,3,2,1
2018,650000,35000,1,2,1
2017,651000,32500,2,2,2
2019,380000,14000,1,1,1
2014,160000,70000,2,2,3
2019,1270000,20000,1,1,1
2011,300000,300000,4,2,1
2015,405000,100000,2,2,1
2015,850000,64800,2,2,1
2017,680000,90000,2,2,1
2014,426999,80000,1,2,1
2015,525000,248000,2,2,1
2014,1019999,60000,2,2,2
2005,245000,120000,2,2,1
2015,869999,120000,2,2,1
2010,160000,66444,4,2,1
2016,700000,86000,2,2,1
2012,300000,90000,2,2,1
2007,175000,218463,1,1,1
2012,960000,153000,2,2,1
2014,525000,70000,2,2,2
2015,345000,60000,2,2,1
2015,390000,50000,1,2,1
2015,275000,20000,1,2,1
2014,310000,35000,1,2,1
2017,500000,20000,1,2,1
2013,200000,70000,2,2,1
2018,650000,53000,2,2,1
2018,1031000,60000,2,2,1
2018,330000,70000,1,2,1
2019,399000,4000,1,2,1
2012,250000,103000,1,2,1
2017,600000,20000,2,2,1
2013,375000,77000,2,2,1
2012,375000,90000,2,2,1
2013,445000,87185,2,2,2
2003,55000,167000,1,2,2
2016,611000,77000,2,2,1
2014,459999,110000,2,2,2
2011,275000,120000,2,2,2
2011,185000,170000,3,2,1
2012,390000,100000,2,2,2
2007,72000,40000,1,2,2
2007,90000,50000,2,2,1
2015,500000,125000,2,2,1
2011,200000,137000,3,2,1
2019,1575000,18000,2,2,1
2015,511000,30000,1,2,1
2009,150000,55000,1,2,1
2020,1500000,40000,1,1,1
2013,185000,80000,1,2,2
2018,550000,30000,1,2,1
2017,325000,3564,1,2,1
2015,525000,80000,2,2,1
2018,1050000,13000,2,2,1
2012,300000,120000,2,2,1
2011,120000,90000,1,2,1
2017,2625000,9000,2,1,1
2019,5150000,20000,1,1,1
2017,3200000,45000,2,1,1
2015,503000,110000,2,2,1
2019,3800000,20000,2,1,1
2016,2000000,68089,1,1,1
2013,225000,58343,1,2,1
2018,740000,38817,2,2,1
2016,550000,56494,1,2,1
2013,750000,79328,2,2,2
2019,650000,5621,1,1,1
2017,625000,25538,1,2,1
2018,600000,69779,1,1,1
2017,450000,56290,2,2,1
2019,5400000,7500,2,1,1
2019,5500000,8500,2,1,1
2019,779000,7032,1,1,1
2016,645000,11000,1,1,1
2018,2475000,2000,2,1,1
2011,170000,50000,1,2,3
2010,320000,42000,2,2,1
2016,350000,17000,1,1,1
2018,500000,40000,1,1,1
2009,135000,137000,2,2,2
2018,340000,20000,1,2,1
2020,330000,70000,1,2,2
2011,350000,48756,1,2,2
2015,1850000,30000,2,1,2
2016,400000,110000,2,2,1
2014,325000,80322,2,2,1
2015,1000000,35000,2,2,1
2017,850000,110000,2,2,1
2012,350000,70000,2,2,2
2017,2625000,9000,2,1,1
2019,5150000,20000,1,1,1
2017,3200000,45000,2,1,1
2015,503000,110000,2,2,1
2019,3800000,20000,2,1,1
2016,2000000,68089,1,1,1
2013,225000,58343,1,2,1
2018,740000,38817,2,2,1
2016,550000,56494,1,2,1
2013,750000,79328,2,2,2
2019,650000,5621,1,1,1
2017,625000,25538,1,2,1
2018,600000,69779,1,1,1
2017,450000,56290,2,2,1
2019,5400000,7500,2,1,1
2019,5500000,8500,2,1,1
2019,779000,7032,1,1,1
2016,645000,11000,1,1,1
2018,2475000,2000,2,1,1
2012,500000,90000,2,2,1
2015,550000,120000,2,2,2
2015,925000,60000,2,2,1
2010,509999,97000,2,1,2
2011,250000,100000,2,2,2
2015,500000,36000,1,2,1
2019,1050000,27000,2,2,1
2014,490000,50000,2,2,1
2020,415000,15000,1,2,1
2013,190000,60000,1,2,2
2018,680000,120000,2,2,1
2013,190000,60000,1,2,2
2013,479000,173000,2,2,1
2016,270000,60000,1,2,2
2008,170000,70000,1,2,3
2018,764000,25000,1,2,1
2019,710000,30000,2,2,1
2017,310000,35000,1,2,1
2017,620000,100000,2,2,2
2017,280000,31000,1,2,2
2015,1500000,80000,2,1,2
2016,450000,40000,1,2,1
2017,2199000,10000,2,1,2
2013,3600000,50000,2,1,1
2008,285000,60000,1,2,2
2007,465000,210000,2,2,2
2009,1100000,60000,2,1,2
2011,350000,110000,2,2,2
2017,600000,35000,1,2,1
2017,570000,35000,1,2,1
2016,325000,20000,1,2,1
2016,975000,54000,2,1,1
2015,480000,60000,1,2,1
2014,185000,10300,1,2,1
2015,1050000,50000,2,1,1
2019,760000,3000,1,2,1
2019,570000,5000,1,2,1
2006,130000,145000,1,2,1
2018,700000,13000,1,2,1
2015,775000,30000,1,1,1
2007,750000,60000,2,1,2
2010,140000,100000,1,2,2
2016,220000,40000,1,2,1
2013,184000,15000,1,2,1
2002,210000,275000,2,2,4
2017,440000,50000,1,2,2
2017,650000,80000,2,2,1
2017,660000,50000,2,1,1
2017,380000,30000,3,2,1
2012,415000,125000,2,2,2
2012,225000,110000,1,2,1
2013,600000,30000,2,2,2
2014,620000,148000,2,2,2
2016,750000,35000,2,2,1
2016,400000,80000,1,2,2
2005,110000,110000,1,2,1
2012,119000,95000,2,2,2
2015,600000,25000,2,2,1
2011,200000,80000,3,2,1
2014,280000,60000,2,2,2
2013,375000,100000,1,2,1
2016,350000,50000,1,2,1
2017,620000,31000,2,2,1
2017,570000,120000,2,2,1
2012,290000,105000,2,2,2
2016,711000,120000,2,2,1
2012,370000,60000,2,2,1
2020,550000,15000,1,2,1
2013,325000,150000,1,2,2
2018,670000,93000,2,2,1
2017,385000,42000,1,2,2
2008,114999,80000,1,2,2
2010,200000,90000,1,2,1
2019,860000,6500,2,1,1
2018,600000,60000,2,2,1
2016,265000,110000,1,2,1
2015,155000,60000,3,2,2
2019,900000,60000,2,2,1
2013,650000,170000,2,2,3
2004,70000,220000,1,2,2
2012,180000,80000,1,2,1
2013,200000,57000,1,2,1
2014,300000,100000,1,2,1
2015,650000,40000,1,2,1
2014,267000,40000,1,2,1
2018,450000,50000,3,2,1
2014,400000,90000,1,2,2
2012,310000,86000,2,2,1
2009,70000,15000,1,2,1
2017,675000,70000,2,2,2
2013,350000,120000,1,2,1
2014,240000,80000,1,2,2
2014,185000,80000,2,2,2
2017,250000,50000,1,2,1
2009,135000,100000,1,2,1
2011,500000,80000,2,2,1
2010,300000,108957,2,2,1
2017,328000,68000,1,2,2
2015,509999,65000,2,2,1
2015,575000,110000,2,2,2
2012,700000,50000,2,2,1
2008,105000,100000,1,2,3
2008,60000,80000,1,2,2
2008,112999,80000,1,2,3
2015,229999,120000,2,2,2
2012,325000,150000,2,2,1
2017,650000,20000,1,2,1
2009,85000,80000,2,2,2
2015,570000,93000,2,2,2
2015,525000,134000,2,2,1
2013,350000,90000,1,2,2
2007,250000,60000,1,2,1
2010,300000,120000,2,2,2
2017,1325000,30000,2,2,1
2017,650000,22200,2,2,1
2018,520000,6000,1,2,1
2016,500000,32000,1,2,1
2016,220000,90000,1,2,1
2017,650000,78000,2,2,3
2017,819999,12000,1,2,1
2016,645000,120000,2,2,1
2015,780000,40000,2,2,1
2008,215000,110000,1,2,2
2007,600000,260000,2,2,3
2011,114999,10000,1,2,1
2012,75000,12000,1,2,1
2011,120000,60000,1,2,1
2016,250000,41000,1,2,1
2018,200000,25000,1,2,1
2015,380000,30000,1,2,1
2018,560000,50000,2,2,1
2018,575000,10000,1,2,1
2017,620000,40000,2,2,1
2012,525000,120000,2,2,1
2017,635000,40000,2,2,1
2016,650000,80000,2,2,1
2001,39000,42108,1,2,1
2017,550000,70000,2,2,2
2009,145000,150000,2,2,3
2007,130000,100000,2,2,3
2017,825000,79000,2,2,1
2015,1650000,91000,2,1,2
2018,875000,50000,2,2,1
2016,650000,81000,2,2,2
2014,2000000,51000,2,1,1
2018,2850000,27000,2,1,1
2018,2800000,26000,2,1,1
2018,3900000,17100,2,1,1
2013,246000,56000,2,2,1
2013,325000,60000,2,2,2
2019,1450000,22000,1,1,1
2017,850000,30000,1,1,1
2015,560000,43001,2,2,1
2015,575000,60000,2,2,1
2019,470000,9000,1,1,1
2014,221000,65000,2,2,1
2014,680000,95000,2,2,1
2013,700000,62000,2,2,1
2016,1950000,48000,2,1,1
2015,875000,72000,2,1,1
2017,850000,35000,2,2,3
2013,550000,100600,2,2,3
2013,480000,105000,2,2,3
2017,1050000,90000,2,2,1
2016,631000,92385,2,2,1
2015,165000,25000,1,2,1
2010,320000,60000,1,2,2
2012,360000,100000,1,2,2
2004,130000,100000,1,1,2
2006,175000,25000,1,2,3
2016,725000,120000,2,2,1
2014,280000,185000,2,2,3
2011,325000,134000,2,2,2
2014,320000,120000,2,2,3
2018,500000,120000,1,2,1
2014,825000,165000,2,2,2
2016,350000,120000,2,2,3
2011,470000,89000,2,2,1
2009,125000,120000,2,2,3
2006,140000,120000,1,1,1
2013,484999,50000,2,2,1
2018,308000,15000,1,2,1
2019,570000,13000,1,2,1
2010,900000,240000,2,2,1
2017,1800000,45000,2,2,1
2005,400000,30000,2,2,2
2018,680000,28000,1,1,1
2017,700000,70000,2,2,1
2011,240000,116000,2,2,1
2014,280000,90000,1,2,1
2010,125000,120000,2,2,2
2009,130000,100000,2,2,3
2015,434999,50000,1,2,2
2015,1050000,120000,2,2,1
2013,1200000,72500,2,1,2
2013,400000,120000,2,2,2
2014,850000,120000,2,2,1
2014,475000,83000,2,2,2
2003,150000,40000,1,2,3
2018,2900000,46000,2,2,1
2015,1100000,137000,2,2,1
2017,285000,25000,1,2,2
2018,650000,50000,2,2,1
2012,275000,60000,1,2,1
2000,60000,100000,1,2,2
2011,229999,105000,2,2,2
2015,300000,20000,1,2,1
2016,940000,50000,2,2,1
2015,600000,120000,2,2,2
2017,800000,70000,2,2,1
2017,580000,90000,2,2,2
2018,450000,75000,1,2,1
2011,290000,82500,2,2,2
2014,530000,110000,2,2,1
2019,960000,20000,2,2,1
2009,290000,110000,1,2,3
2008,160000,100000,2,2,1
2017,400000,52000,1,2,1
2017,700000,90000,2,2,1
2012,361000,90000,2,2,1
2013,390000,53000,2,2,2
2012,200000,180000,2,2,1
2013,390000,53000,2,2,2
2013,500000,53000,2,2,1
2011,200000,50600,1,2,1
2015,503000,110000,2,2,1
2017,775000,32000,2,2,1
2018,750000,5000,2,2,1
2018,570000,25000,1,2,1
2016,484999,30000,1,2,1
2017,700000,43000,1,2,1
2012,415000,60000,1,2,1
2014,484999,54000,2,2,1
2016,675000,52000,2,2,1
2015,680000,50000,1,2,1
2013,235000,52000,1,2,1
2018,1700000,15000,2,2,1
2015,1200000,50000,2,1,2
2014,630000,56000,2,2,2
2018,640000,82000,2,2,1
2014,355000,121000,1,2,1
2012,560000,101903,2,2,2
2018,580000,120000,2,2,1
2010,185000,85568,2,2,1
2019,660000,10000,1,1,1
2014,220000,10000,1,2,1
2007,150000,60000,1,2,4
2011,484999,80000,2,2,2
2019,509999,10000,1,2,1
2014,515000,60000,2,2,1
2014,1250000,42000,1,1,1
2014,350000,50000,2,2,4
2018,375000,11500,1,2,1
2019,950000,15000,2,2,1
2015,615000,32000,2,2,1
2011,275000,50000,1,2,1
2020,7200000,5000,2,1,1
2017,400000,10000,1,2,1
2019,930000,15000,2,2,1
2012,310000,100000,1,2,1
2012,320000,120000,2,2,1
2016,1670000,25000,2,2,2
2013,356000,70000,2,2,2
2013,500000,32000,1,2,1
2018,409999,35000,1,2,2
2019,980000,50000,2,2,1
2005,150000,100000,2,2,2
2019,750000,3100,1,1,1
2013,500000,60000,1,1,1
2013,355000,170000,2,2,1
2011,200000,50000,2,2,2
2008,370000,120000,2,2,2
2015,450000,20000,1,2,1
2015,486000,10000,1,2,1
2011,242000,120000,2,2,1
2018,580000,25000,1,2,1
2014,500000,130000,2,2,2
2004,170000,120000,1,2,2
2013,300000,40000,2,2,1
2016,710000,60000,2,2,1
2012,220000,70000,2,2,3
2020,654000,1000,1,1,1
2019,835000,10000,1,1,1
2010,250000,47000,1,2,1
2019,600000,18000,1,2,1
2016,459999,60000,1,2,1
2018,275000,20000,1,2,1
2017,408000,60000,1,2,1
2018,1200000,25000,2,2,1
2014,375000,52000,1,2,1
2006,94500,44000,1,2,1
2011,300000,17000,1,2,1
2009,350000,35000,1,2,1
2011,975000,120000,2,2,3
2015,600000,100000,1,2,1
2014,700000,300000,2,2,2
2017,640000,90000,2,2,1
2017,1110000,186000,2,2,1
2014,570000,79000,2,2,2
2010,451999,120000,2,2,1
2016,240000,59300,1,2,1
2014,680000,120000,2,2,1
2015,350000,60000,2,2,1
2012,360000,60000,1,2,3
2010,250000,80000,1,2,2
2019,550000,11500,1,2,1
2012,180000,56000,1,2,1
2016,425000,68000,2,2,1
2019,409999,25000,1,2,1
2018,438999,25000,1,2,1
2014,225000,100000,1,2,1
2017,580000,95000,2,2,1
2008,200000,100000,1,2,1
2006,75000,90000,1,2,2
2013,250000,47000,2,2,1
2011,170000,175000,2,2,2
2010,300000,60000,1,2,2
2005,160000,300000,2,2,3
2014,409999,150000,2,2,3
2012,350000,110000,2,2,3
2019,310000,25000,1,2,1
2010,135000,95000,1,2,3
2010,220000,100000,2,2,1
2017,570000,20000,1,2,1
2014,500000,84000,2,2,1
2016,875000,40000,2,2,1
2011,210000,100000,2,2,1
2011,210000,120000,2,2,1
2010,200000,80000,4,2,2
2011,175000,175000,1,2,2
2017,700000,30000,1,2,1
2017,700000,30000,1,2,1
2019,550000,28000,1,1,1
2019,420000,20000,1,2,2
2009,210000,89322,1,2,2
2013,175000,76000,2,2,1
2012,180000,70000,1,2,2
2007,118000,110000,1,2,2
2007,170000,120000,2,2,2
2009,120000,110000,1,2,2
2009,170000,90000,1,2,3
2018,700000,60000,2,2,1
2014,500000,48300,2,2,2
2007,80000,63000,1,1,3
2008,105000,110000,1,2,2
2016,425000,120000,2,2,3
2017,625000,23511,1,2,1
2017,640000,22512,1,2,1
2010,180000,120000,1,2,1
2009,155000,120000,2,2,1
2007,85000,100000,1,2,3
2011,250000,70000,1,2,1
2017,1000000,15000,1,1,1
2016,350000,16500,1,2,1
2018,740000,50000,2,2,1
2018,300000,19000,1,2,1
2017,550000,50000,2,2,1
2017,710000,70000,2,2,1
2017,700000,70000,2,2,1
2016,550000,120000,2,2,1
2015,375000,60000,4,2,1
2015,600000,60000,2,2,1
2013,380000,76000,2,2,2
2012,300000,70000,2,2,1
1998,45000,80000,1,2,4
2010,450000,210000,2,2,2
2015,475000,128000,2,2,3
2019,650000,5000,1,2,1
2011,200000,70000,4,2,1
2013,350000,85000,2,2,1
2018,911999,25000,2,1,1
2018,650000,15000,1,2,1
2012,350000,30000,1,2,1
2016,190000,80000,1,2,2
2019,1200000,40000,2,2,1
2013,305000,160000,2,2,1
2015,850000,108000,2,2,1
2011,350000,120000,2,2,2
2010,180000,55000,1,2,4
2008,200000,110000,2,2,1
2011,375000,80000,2,2,1
2012,229999,110000,1,2,1
2006,135000,62900,1,2,1
2011,425000,120000,2,2,2
2016,1350000,70000,2,2,1
2009,480000,70000,2,2,3
2017,455000,60000,2,2,1
2015,320000,60000,1,2,1
2019,693000,4000,1,2,1
2017,830000,35000,2,2,1
2016,470000,13500,1,2,1
2017,1100000,26000,1,1,1
2016,325000,50000,2,2,1
2014,215000,50000,1,2,1
2018,560000,25000,1,2,1
2017,400000,30000,1,1,2
2017,2625000,9000,2,1,1
2019,5150000,20000,1,1,1
2017,3200000,45000,2,1,1
2015,503000,110000,2,2,1
2019,3800000,20000,2,1,1
2016,2000000,68089,1,1,1
2013,225000,58343,1,2,1
2018,740000,38817,2,2,1
2016,550000,56494,1,2,1
2013,750000,79328,2,2,2
2019,650000,5621,1,1,1
2017,625000,25538,1,2,1
2018,600000,69779,1,1,1
2017,450000,56290,2,2,1
2019,5400000,7500,2,1,1
2019,5500000,8500,2,1,1
2019,779000,7032,1,1,1
2016,645000,11000,1,1,1
2018,2475000,2000,2,1,1
1999,60000,140000,1,2,3
2017,725000,45000,2,2,1
2013,225000,58343,1,2,1
2018,740000,38817,2,2,1
2019,650000,5621,1,1,1
2017,625000,25538,1,2,1
2018,600000,69779,1,1,1
2017,450000,56290,2,2,1
2014,325000,52442,1,2,2
2013,229999,39000,1,2,1
2007,400000,42000,1,1,1
2015,449000,34156,1,2,1
2017,455000,34152,1,2,1
2015,1750000,37000,2,1,1
2017,1390000,98000,2,1,1
2019,1150000,31000,1,2,1
2018,650000,62841,1,2,1
2016,950000,38600,2,2,1
2018,698000,27654,2,1,1
2017,975000,48698,2,2,1
2018,445000,32995,1,1,1
2018,539000,60000,2,2,1
2010,350000,110000,2,2,4
2011,550000,260000,2,2,4
2015,550000,130000,2,2,2
2011,330000,120000,2,2,1
2014,220000,80000,1,2,3
2013,415000,60000,1,2,2
2007,150000,75000,1,2,1
2005,150000,89000,1,2,2
2007,240000,110000,2,2,1
2009,170000,90000,1,2,2
2015,550000,40000,2,2,3
2017,500000,26000,1,1,1
2011,180000,120000,2,2,2
2017,360000,29000,1,2,1
2014,400000,120000,1,2,1
2009,120000,70000,1,2,2
2016,765000,100000,2,2,2
2016,919999,90150,2,2,1
2018,730000,90000,2,2,1
2016,320000,120000,2,2,1
2015,455000,90000,2,2,2
2015,350000,50000,1,2,1
2016,509999,110000,2,2,1
2011,175000,85700,2,2,2
2013,325000,178000,2,2,1
2011,120000,70000,1,2,2
2014,300000,30000,1,2,2
2015,500000,100000,2,2,1
2016,562000,25339,1,2,1
2014,250000,10000,1,2,1
2017,484999,35000,2,2,1
2013,280000,35000,1,2,2
2015,571000,68000,2,2,2
2013,400000,40000,1,2,1
2015,295000,120000,2,2,2
2006,210000,120000,2,2,1
2011,250000,25000,1,2,1
2015,610000,40000,2,2,2
2012,175000,60000,2,2,1
2011,204999,70000,2,2,2
2013,750000,80000,2,2,2
2016,651000,42323,2,2,1
2011,1075000,42545,2,1,1
2016,690000,32000,2,2,1
2017,589000,41232,2,2,1
2015,445000,40200,2,2,1
2013,475000,48000,2,2,2
2014,465000,27233,2,2,1
2011,225000,35000,1,2,1
2005,310000,200000,2,2,2
2016,445000,63000,2,2,1
2015,445000,62000,2,2,1
2012,450000,68240,2,2,1
2008,450000,78000,2,2,1
2017,525000,38000,2,2,2
2010,200000,35000,1,2,1
2018,611000,9000,1,2,1
2016,819999,39000,2,2,1
2016,825000,39000,2,2,1
2015,599000,92651,2,2,1
2018,490000,28000,1,2,1
2020,500000,40000,1,2,1
2020,500000,40000,1,2,1
